type,category,subcategory,priority,message
medical,medical,illness,2,need help asap. difficulty breathing. Patient is child. getting worse fast. Waiting for medical assistance.
medical,medical,injury,1,Please help!. got hurt badly. Patient is young adult. in and out of consciousness. send someone plz.
medical,medical,unconscious,2,pls help. unresponsive. urgent. Send paramedics now.
medical,medical,light_bleeding,3,help!!. minor injury with bleeding. in and out of consciousness. breathing normally. situation bad. Send someone as fast as possible.
disaster,supply_request,other,,Anyone there?. need suplies. need emergency supplies. Please respond.
disaster,fire,vehicle_fire,3,Urgent situation here. truck caught fire. need help rn.
disaster,utility,water_outage,2,We need help. pipes dry. no running h2o. Send emergency services.
disaster,supply_request,clothing,4,hlp pls. need blankets n clothes. need immediate response.
disaster,structure_damage,severe,1,help needed asap. total structural failure. trapped under rubble. Please respond.
medical,medical,injury,1,Requesting immediate medical help. got hurt fr. Patient is middle-aged person. alert and conscious. rapid breathing. condition worsening. time critical.
medical,medical,illness,2,need help asap. diabetic thing emergency. send amb now.
disaster,supply_request,other,,help needed asap. need help with resources. need supplies. help needed now.
medical,medical,light_bleeding,3,Urgent medical situation here. bleeding from minor wound. Patient is adult male. Send paramedics now.
medical,medical,illness,2,urgent hlp needed. chest pain bad. rapid breathing. respond asap.
disaster,other,,,Emergency!. Please respond.
disaster,infrastructure_damage,road,5,help!!. road cant pass. road collapsed. Waiting for assistance.
disaster,infrastructure_damage,road,5,help us. highway damaged. waiting for help.
disaster,fire,wildfire,1,Mayday mayday. massive wildfire spreading fast. help needed now.
medical,medical,light_bleeding,3,send amb pls. superficial bleeding. Patient is adult male. urgent asap. need medical help bad.
medical,medical,injury,1,theres emergency here. arm injury. difficulty breathing. Time is critical.
medical,medical,unconscious,2,help!!. won't wake up. unresponsive. critical condition. Send someone as fast as possible.
disaster,evacuation,voluntary,5,Help help. should we evacuate?. Please send help immediately.
medical,medical,injury,1,medical emerg. arm injury. alert and conscious. shallow breathing. its bad. Please send ambulance immediately.
disaster,other,,,Emergency!. respond asap.
medical,medical,unconscious,2,Help help. blacked out. Patient is middle-aged person. breathing normally. its bad. respond asap.
medical,medical,unconscious,2,Please help!. hit head and unconscious. Please send ambulance immediately.
disaster,flooding,flash_flood,1,This is an emergency. water rising real fast. Please respond.
disaster,utility,power_outage,4,Mayday mayday. blackout. lost power. respond asap.
medical,medical,injury,1,need help asap. back hurts real bad. Patient is child. need ambulance quick.
medical,medical,injury,1,help!!. accident victim here. shallow breathing. help needed urgent.
disaster,utility,gas_leak,1,help needed asap. strong gas smell. respond asap.
disaster,supply_request,water,2,"omg help. dehydrated, need water. send help quick."
disaster,fire,vehicle_fire,3,mayday. truck burning. vehicle burning. Please respond.
disaster,missing_person,adult,2,hlp pls. someone hasn't returned. Need help now.
disaster,trapped,in_building,1,We need help. stuck in the building. pls respond.
disaster,utility,gas_leak,1,omg help. strong gas odor. strong gas smell. Send someone quickly.
disaster,fire,vehicle_fire,3,Anyone there?. truck burning. pls respond.
disaster,utility,gas_leak,1,anybody there. gas leak in the area. strong gas smell. Waiting for assistance.
disaster,fire,wildfire,1,Emergency!. fire out of control. fire jumping from tree to tree. Waiting for assistance.
disaster,structure_damage,moderate,2,We need help. building partial collapse. big building damage. send emergency services.
disaster,fire,wildfire,1,Please help!. fire spreading real fast. wildfire coming this way. Please send help immediately.
disaster,structure_damage,light,4,theres emergency. light structural damage. Need help now.
medical,medical,unconscious,2,This is a medical emergency. knocked unconscious. real bad. Requesting immediate medical response.
disaster,missing_person,child,1,SOS. child missing help. waiting for help.
medical,medical,illness,2,medical emerg. having seizure. semi-conscious. situation bad. pls send ambulance asap.
medical,medical,heavy_bleeding,1,help!!. deep cut bleeding wont stop. Patient is young adult. need ems.
disaster,utility,power_outage,4,Help help. electrical grid down. send help quick.
disaster,flooding,street_flooding,3,pls help. roads flooded. can't get out due to flooded roads. send help quick.
disaster,structure_damage,severe,1,hlp pls. building collapsed. trapped under rubble. help needed now.
disaster,infrastructure_damage,road,5,need help now. road collapse. road cant pass. Send someone quickly.
disaster,structure_damage,light,4,SOS. roof partially damaged. building damage minor. pls send help asap.
medical,medical,heavy_bleeding,1,Emergency!. blood everywhere. Patient is teenager. responsive. critical condition. need ems.
medical,medical,unconscious,2,need paramedic quick. unconscious and not breathing. Patient is young adult. responsive. gasping for air. send someone plz.
disaster,missing_person,elderly,1,Please help!. elderly person missing. pls respond.
medical,medical,light_bleeding,3,need ambulance rn. superficial bleeding. breathing normally. Please respond quickly.
disaster,structure_damage,moderate,2,Help help. significant building damage. respond asap.
disaster,structure_damage,moderate,2,Please help!. significant building damage. hurry pls.
disaster,supply_request,other,,This is an emergency. need emergency suplies. send emergency services.
disaster,other,,,SOS. Please respond.
medical,medical,unconscious,2,medical situation bad. she fainted. Patient is young adult. not breathing. Send paramedics now.
medical,medical,unconscious,2,need ambulance rn. guy knocked out cold. Patient is infant. stopped breathing. send someone fast pls.
disaster,infrastructure_damage,utility,2,Mayday mayday. infrastructure destroyed. power lines down. Requesting immediate response.
medical,medical,heavy_bleeding,1,need paramedic quick. person bleeding heavily. Patient is senior citizen. alert and conscious. its bad. waiting 4 help.
medical,medical,injury,1,SOS. back hurts real bad. Patient is adult female. send help now.
medical,medical,injury,1,Urgent medical situation here. hurt in sports thing. responsive. real bad. need ems.
medical,medical,unconscious,2,Someone is hurt!. he out cold. Patient is elderly man. difficulty breathing. life threatening. send amb now.
disaster,other,,,mayday. help needed now.
medical,medical,light_bleeding,3,need ambulance rn. bleeding from minor wound. disoriented. immediate response needed.
disaster,utility,power_outage,4,theres emergency. no power. hurry pls.
medical,medical,injury,1,need ambulance rn. suffered an injury. urgent asap. Need emergency medical services.
medical,medical,unconscious,2,Medical emergency!. unresponsive. Patient is adult female. waiting 4 help.
medical,medical,heavy_bleeding,1,help plz. so much blood. breathing normally. severe. Time is critical.
disaster,infrastructure_damage,other,4,Anyone there?. comm towers down. Requesting immediate response.
disaster,fire,vehicle_fire,3,Requesting immediate help. car engine on fire. hurry pls.
medical,medical,illness,2,hlp. food poisoning maybe. Patient is elderly woman. unconscious. critical. Send help right away.
disaster,missing_person,adult,2,Help help. person disappeared. person disappeared idk where. Send emergency services.
disaster,structure_damage,light,4,Help help. light damage. Send emergency services.
disaster,other,,,theres emergency. Send emergency services.
medical,medical,light_bleeding,3,Someone is hurt!. cut needs stitches. Patient is elderly man. critical. need ems.
disaster,flooding,street_flooding,3,Urgent situation here. road impassable water. need help rn.
medical,medical,unconscious,2,theres emergency here. laying unconcious. respond asap.
disaster,trapped,in_building,1,omg help. stuck in the building. cant get out house. help needed now.
medical,medical,illness,2,emergency pls send help. person collapsing sick. Patient is adult male. time critical.
medical,medical,unconscious,2,SOS. collapsed unconcious. Patient is middle-aged person. Requesting immediate medical response.
medical,medical,light_bleeding,3,need paramedic quick. slight bleeding. Patient is middle-aged person. Waiting for medical assistance.
